id,sale_date,car_brand,car_model,quantity_sold,price_per_unit,total_revenue
1070,2020-06,Chevrolet,Silverado 1500,42,25868,1086456
1071,2020-03,GMC,Jimmy,33,57376,1893408
1072,2020-09,GMC,Savana 3500,27,56872,1535544
1073,2020-09,Mazda,MX-5,34,65113,2213842
1074,2020-05,Chevrolet,Lumina,19,22087,419653
1075,2020-01,Ferrari,612 Scaglietti,24,98709,2369016
1076,2020-01,Nissan,Maxima,8,90387,723096
1077,2020-04,Audi,4000CS Quattro,41,44416,1821056
1078,2020-07,Volvo,850,18,59929,1078722
1079,2020-04,Ford,E250,11,63770,701470
1080,2020-01,Ford,E-Series,47,77942,3663274
1081,2020-01,Subaru,Impreza,3,87056,261168
1082,2020-04,Audi,A8,41,71944,2949704
1083,2020-06,Honda,Accord,35,71997,2519895
1084,2020-11,Ford,Econoline E250,39,23562,918918
1085,2020-11,Saab,9000,40,81764,3270560
1086,2020-03,Pontiac,Grand Prix Turbo,47,61035,2868645
1087,2020-05,Mercury,Sable,35,18784,657440
1088,2020-02,Isuzu,Trooper,19,15604,296476
1089,2020-12,Pontiac,Grand Prix,44,26840,1180960
1090,2020-06,Volkswagen,Cabriolet,46,45327,2085042
1091,2020-08,Chevrolet,Cavalier,44,75613,3326972
1092,2020-04,Mitsubishi,Mirage,22,30537,671814
1093,2020-06,Dodge,Dakota,38,41811,1588818
1094,2020-03,Mercury,Tracer,26,92534,2405884
1095,2020-07,Acura,RDX,7,91862,643034
1096,2020-01,Pontiac,Grand Prix,44,82028,3609232
1097,2020-12,GMC,2500 Club Coupe,25,64838,1620950
1098,2020-02,Dodge,Ram Wagon B350,21,26698,560658
1099,2020-11,Chrysler,Aspen,50,82217,4110850
1100,2020-01,Infiniti,Q,30,77258,2317740
1101,2020-08,Maybach,Landaulet,21,54325,1140825
1102,2020-04,GMC,Suburban 1500,21,21274,446754
1103,2020-11,Lexus,RX Hybrid,10,85153,851530
1104,2020-09,Ford,Ranger,50,10180,509000
1105,2020-09,Lincoln,Navigator,8,60237,481896
1106,2020-04,Mazda,Mazda3,43,19113,821859
1107,2020-12,Alfa Romeo,164,16,47245,755920
1108,2020-04,Mitsubishi,GTO,21,29998,629958
1109,2020-07,Chevrolet,1500,20,69033,1380660
1110,2020-01,Dodge,Ram 1500,4,52498,209992
1111,2020-01,Dodge,Ram,8,77633,621064
1112,2020-01,Audi,V8,26,30657,797082
1113,2020-08,Mazda,Miata MX-5,46,32391,1489986
1114,2020-10,Mazda,Familia,15,96314,1444710
1115,2020-12,GMC,Yukon,14,89447,1252258
1116,2020-02,Jeep,Liberty,10,96958,969580
1117,2020-08,Pontiac,Tempest,50,69319,3465950
1118,2020-01,Mazda,B-Series Plus,4,20054,80216
1119,2020-10,Hyundai,Tucson,11,95260,1047860
1120,2020-08,Honda,CR-V,44,76786,3378584
1121,2020-11,Chevrolet,Suburban 2500,37,21098,780626
1122,2020-05,Mercury,Mountaineer,23,65868,1514964
1123,2020-01,Jeep,Commander,4,43404,173616
1124,2020-06,Ford,Econoline E250,41,76420,3133220
1125,2020-04,Honda,del Sol,43,28362,1219566
1126,2020-01,Mercedes-Benz,E-Class,8,86140,689120
1127,2020-04,Toyota,Land Cruiser,33,66729,2202057
1128,2020-03,Buick,Regal,48,59683,2864784
1129,2020-02,Mercedes-Benz,E-Class,43,57799,2485357
1130,2020-09,Volkswagen,Touareg 2,1,61748,61748
1131,2020-12,Volkswagen,GTI,38,98927,3759226
1132,2020-07,Suzuki,Swift,5,82037,410185
1133,2020-12,Hyundai,Scoupe,2,17763,35526
1134,2020-10,Mercedes-Benz,S-Class,21,29002,609042
1135,2020-06,Suzuki,SJ,19,91640,1741160
1136,2020-10,Lincoln,MKZ,7,60510,423570
1137,2020-01,Volkswagen,rio,35,25087,878045
1138,2020-05,Lincoln,Continental,42,70651,2967342
1139,2020-02,Mazda,Mazdaspeed 3,26,75993,1975818
1140,2020-09,Mercury,Cougar,26,19770,514020
1141,2020-06,Ford,Mustang,19,82610,1569590
1142,2020-01,Mitsubishi,Diamante,3,47998,143994
1143,2020-08,Ford,Taurus,32,81883,2620256
1144,2020-05,Ford,E350,39,70746,2759094
1145,2020-04,Subaru,Loyale,20,22882,457640
1146,2020-11,Maybach,57,7,37442,262094
1147,2020-10,Mazda,B-Series Plus,23,52656,1211088
1148,2020-06,Lexus,IS,45,33649,1514205
1149,2020-07,Toyota,Camry Hybrid,9,86098,774882
1150,2020-05,Audi,Quattro,4,56742,226968
1151,2020-09,Chevrolet,Avalanche 2500,10,81865,818650
1152,2020-07,Chrysler,New Yorker,33,36384,1200672
1153,2020-08,Mitsubishi,Pajero,13,24418,317434
1154,2020-03,Mazda,GLC,19,65254,1239826
1155,2020-12,Saab,900,20,36336,726720
1156,2020-09,Maserati,GranSport,38,27191,1033258
1157,2020-03,Lexus,HS,8,14835,118680
1158,2020-12,Rolls-Royce,Ghost,25,48873,1221825
1159,2020-07,Chevrolet,Silverado 2500,24,58327,1399848
1160,2020-02,GMC,Jimmy,16,83391,1334256
1161,2020-06,Pontiac,Bonneville,18,97518,1755324
1162,2020-02,Oldsmobile,Cutlass Cruiser,1,41728,41728
1163,2020-03,Kia,Soul,16,88721,1419536
1164,2020-10,Audi,S6,26,73128,1901328
1165,2020-10,Ford,Econoline E250,37,28038,1037406
1166,2020-02,Pontiac,Firebird,38,54910,2086580
1167,2020-05,GMC,Savana 2500,11,26950,296450
1168,2020-04,Ford,Escort,43,74185,3189955
1169,2020-04,Subaru,Loyale,43,82299,3538857
1170,2020-03,Lexus,GS,37,11982,443334
1171,2020-06,Cadillac,Escalade,7,30754,215278
1172,2020-12,Honda,CR-V,16,86529,1384464
1173,2020-12,Dodge,Ram Van 1500,23,50489,1161247
1174,2020-02,Lexus,GX,6,23105,138630
1175,2020-03,Lexus,SC,25,44548,1113700
1176,2020-05,Suzuki,XL7,22,81569,1794518
1177,2020-06,Maserati,Spyder,26,47707,1240382
1178,2020-02,Volkswagen,Jetta,10,77841,778410
1179,2020-01,Honda,CR-Z,22,68822,1514084
1180,2020-08,Hyundai,Veracruz,7,73279,512953
1181,2020-06,Lincoln,MKZ,24,53340,1280160
1182,2020-08,Lincoln,MKZ,21,81906,1720026
1183,2020-04,BMW,M5,5,95566,477830
1184,2020-04,Chevrolet,Suburban 2500,6,98352,590112
1185,2020-05,Infiniti,G,18,22191,399438
1186,2020-02,Suzuki,SJ,22,30169,663718
1187,2020-09,Land Rover,Freelander,37,24817,918229
1188,2020-11,Volkswagen,Phaeton,29,83958,2434782
1189,2020-05,Dodge,Stratus,6,87206,523236
1190,2020-10,Mercedes-Benz,M-Class,50,80907,4045350
1191,2020-08,Ford,F150,12,23732,284784
1192,2020-01,BMW,Z4 M Roadster,43,26262,1129266
1193,2020-08,Plymouth,Voyager,24,38730,929520
1194,2020-10,Chrysler,Sebring,39,10093,393627
1195,2020-04,Mercury,Mystique,43,89444,3846092
1196,2020-10,Acura,NSX,33,86320,2848560
1197,2020-11,Maserati,Quattroporte,14,78058,1092812
1198,2020-11,Buick,Park Avenue,40,29525,1181000
1199,2020-09,Pontiac,Sunbird,50,37358,1867900
1200,2020-12,Mitsubishi,Truck,3,19186,57558
1201,2020-06,Nissan,Altima,46,88410,4066860
1202,2020-11,Infiniti,M,13,36464,474032
1203,2020-12,Mercury,Grand Marquis,38,81505,3097190
1204,2020-06,Lincoln,Mark LT,8,24527,196216
1205,2020-03,Buick,Regal,16,38426,614816
1206,2020-01,Volkswagen,Type 2,33,76629,2528757
1207,2020-07,Suzuki,Swift,11,28451,312961
1208,2020-10,Ford,F250,25,76816,1920400
1209,2020-08,Geo,Prizm,34,85204,2896936
1210,2020-12,GMC,Suburban 1500,18,95471,1718478
1211,2020-11,GMC,Suburban 2500,48,33935,1628880
1212,2020-04,Volkswagen,GLI,34,98396,3345464
1213,2020-06,Ferrari,California,29,16280,472120
1214,2020-07,Oldsmobile,Aurora,50,39957,1997850
1215,2020-05,Mercury,Villager,10,92199,921990
1216,2020-11,Nissan,Sentra,8,82224,657792
1217,2020-10,Buick,LeSabre,43,68379,2940297
1218,2020-06,Aston Martin,Virage,33,87538,2888754
1219,2020-09,Chevrolet,Express 1500,9,49052,441468
1220,2020-09,Saab,9-3,42,45403,1906926
1221,2020-12,Toyota,Tacoma,15,37403,561045
1222,2020-05,Audi,S4,24,25170,604080
1223,2020-05,Jaguar,S-Type,13,78830,1024790
1224,2020-02,Ford,Taurus,8,55170,441360
1225,2020-04,Lexus,RX,11,27897,306867
1226,2020-12,Toyota,Avalon,9,60665,545985
1227,2020-11,Pontiac,Safari,13,67964,883532
1228,2020-12,Mitsubishi,Eclipse,29,71118,2062422
1229,2020-09,Oldsmobile,Alero,24,33974,815376
1230,2020-07,Mercedes-Benz,300E,8,21742,173936
1231,2020-08,Mitsubishi,GTO,7,47410,331870
1232,2020-09,Subaru,Justy,46,87118,4007428
1233,2020-10,GMC,1500,49,53262,2609838
1234,2020-07,Chrysler,Concorde,49,82460,4040540
1235,2020-01,Mercedes-Benz,400SEL,10,96854,968540
1236,2020-07,Porsche,Boxster,29,38702,1122358
1237,2020-06,Volvo,S40,23,81323,1870429
1238,2020-07,Nissan,Quest,6,97242,583452
1239,2020-08,Land Rover,Range Rover Classic,33,46876,1546908
1240,2020-11,Ford,E150,36,19673,708228
1241,2020-08,Mercedes-Benz,SL-Class,20,41672,833440
1242,2020-02,Subaru,B9 Tribeca,42,13134,551628
1243,2020-07,BMW,M3,20,42519,850380
1244,2020-06,Volvo,960,24,37853,908472
1245,2020-12,GMC,2500,18,60666,1091988
1246,2020-05,Nissan,Maxima,12,73856,886272
1247,2020-03,Cadillac,Escalade,50,57623,2881150
1248,2020-05,Buick,Skylark,5,97867,489335
1249,2020-06,Audi,Cabriolet,18,50639,911502
1250,2020-08,Chrysler,Concorde,40,16792,671680
1251,2020-02,Cadillac,DeVille,34,12169,413746
1252,2020-05,Pontiac,Solstice,27,36550,986850
1253,2020-12,Mazda,Navajo,10,78110,781100
1254,2020-04,Buick,Riviera,15,35480,532200
1255,2020-02,Land Rover,Range Rover,4,18909,75636
1256,2020-04,Honda,CR-V,23,33274,765302
1257,2020-12,GMC,Yukon XL 2500,12,27134,325608
1258,2020-08,Volkswagen,GTI,40,34209,1368360
1259,2020-12,Ford,F250,26,30303,787878
1260,2020-10,BMW,M6,31,76595,2374445
1261,2020-03,GMC,Yukon XL 1500,24,69621,1670904
1262,2020-09,Audi,4000CS Quattro,5,16036,80180
1263,2020-04,BMW,3 Series,41,82285,3373685
1264,2020-06,Dodge,Ram 1500,30,65691,1970730
1265,2020-10,Chevrolet,Impala,6,81133,486798
1266,2020-06,Porsche,Boxster,31,59267,1837277
1267,2020-07,BMW,7 Series,29,99038,2872102
1268,2020-04,Mercury,Grand Marquis,38,38650,1468700
1269,2020-02,Audi,S4,41,92123,3777043
1270,2020-05,Audi,riolet,34,25814,877676
1271,2020-12,Lincoln,MKS,47,27737,1303639
1272,2020-05,Spyker,C8 Laviolette,19,18260,346940
1273,2020-04,Buick,LeSabre,36,98084,3531024
1274,2020-11,Lincoln,Mark VIII,35,63413,2219455
1275,2020-02,Dodge,Spirit,25,73067,1826675
1276,2020-05,Dodge,D250,39,17003,663117
1277,2020-04,GMC,Savana 1500,43,80979,3482097
1278,2020-04,Dodge,Ram Van 3500,44,75051,3302244
1279,2020-10,Ford,GT,4,31510,126040
1280,2020-05,GMC,Safari,17,50309,855253
1281,2020-02,Mercedes-Benz,S-Class,17,70997,1206949
1282,2020-03,Volkswagen,Touareg,2,15313,30626
1283,2020-08,Jeep,Liberty,14,49743,696402
1284,2020-12,Mercedes-Benz,500E,20,58950,1179000
1285,2020-03,Buick,LeSabre,33,47801,1577433
1286,2020-08,Volkswagen,Golf,50,88769,4438450
1287,2020-03,GMC,Safari,50,51208,2560400
1288,2020-02,Pontiac,Sunfire,31,21395,663245
1289,2020-11,Dodge,Dakota,13,94698,1231074
1290,2020-08,Volvo,XC70,25,80952,2023800
1291,2020-08,Ford,E350,43,48227,2073761
1292,2020-03,Pontiac,Grand Prix,50,81572,4078600
1293,2020-07,Mitsubishi,Challenger,36,11455,412380
1294,2020-11,Audi,A8,16,19329,309264
1295,2020-09,MINI,Cooper,6,19586,117516
1296,2020-06,MINI,Clubman,35,80217,2807595
1297,2020-02,Honda,Fit,26,82785,2152410
1298,2020-04,Volkswagen,Eurovan,14,85290,1194060
1299,2020-03,Mazda,RX-8,19,45233,859427
1300,2020-10,Isuzu,Ascender,31,98549,3055019
1301,2020-05,Ford,Fiesta,26,30965,805090
1302,2020-07,Mazda,626,17,98030,1666510
1303,2020-10,Toyota,Corolla,36,59811,2153196
1304,2020-12,Mitsubishi,Eclipse,14,40827,571578
1305,2020-05,Jeep,Wrangler,44,22716,999504
1306,2020-01,GMC,Yukon,50,85371,4268550
1307,2020-01,Ford,EXP,17,57529,977993
1308,2020-11,Volkswagen,Type 2,22,44435,977570
1309,2020-07,Alfa Romeo,Spider,40,24435,977400
1310,2020-09,Ford,Escape,18,52455,944190
1311,2020-08,Mercedes-Benz,S-Class,30,47980,1439400
1312,2020-06,Mitsubishi,Montero Sport,37,48260,1785620
1313,2020-10,Mercedes-Benz,Sprinter,6,33651,201906
1314,2020-07,Scion,FR-S,35,28073,982555
1315,2020-05,Chevrolet,G-Series G10,2,41755,83510
1316,2020-11,Buick,Park Avenue,33,44917,1482261
1317,2020-11,Buick,Park Avenue,15,57927,868905
1318,2020-12,Scion,xD,2,16107,32214
1319,2020-11,Chevrolet,Silverado 3500,9,60095,540855
1320,2020-12,GMC,Yukon XL 2500,20,68810,1376200
1321,2020-01,GMC,Acadia,16,78997,1263952
1322,2020-12,Toyota,MR2,39,44088,1719432
1323,2020-11,Dodge,Ram Wagon B250,37,37539,1388943
1324,2020-03,Jeep,Grand Cherokee,22,54791,1205402
1325,2020-05,Saturn,Sky,36,66826,2405736
1326,2020-05,BMW,3 Series,45,35091,1579095
1327,2020-01,Lexus,LS,10,27063,270630
1328,2020-01,Suzuki,SJ 410,3,99059,297177
1329,2020-02,Suzuki,Grand Vitara,40,16628,665120
1330,2020-10,Dodge,Stratus,33,20475,675675
1331,2020-03,Jaguar,XK,25,54151,1353775
1332,2020-10,Suzuki,Grand Vitara,5,86934,434670
1333,2020-03,Ford,Probe,45,49637,2233665
1334,2020-08,Acura,RSX,3,23784,71352
1335,2020-02,Infiniti,G35,8,68685,549480
1336,2020-10,Toyota,Tacoma,45,73454,3305430
1337,2020-11,Mazda,Mazdaspeed6,48,77687,3728976
1338,2020-03,Chevrolet,Corvette,13,43258,562354
1339,2020-05,Lotus,Esprit,29,26697,774213
1340,2020-10,Lexus,RX,45,75770,3409650
1341,2020-06,GMC,Savana 1500,41,53557,2195837
1342,2020-04,Ford,F350,9,50292,452628
1343,2020-09,Lincoln,Zephyr,23,63963,1471149
1344,2020-07,Audi,A4,34,73716,2506344
1345,2020-12,Pontiac,GTO,17,57989,985813
1346,2020-08,Ford,Edge,23,94653,2177019
1347,2020-12,Nissan,Murano,42,74274,3119508
1348,2020-06,Suzuki,Swift,34,18452,627368
1349,2020-10,Mazda,MX-6,38,18810,714780
1350,2020-12,Chevrolet,Colorado,28,24104,674912
1351,2020-06,GMC,Terrain,28,98965,2771020
1352,2020-04,Ford,Crown Victoria,46,26303,1209938
1353,2020-02,Ford,Bronco,50,45953,2297650
1354,2020-04,GMC,Sonoma,44,42101,1852444
1355,2020-11,Nissan,Armada,6,57463,344778
1356,2020-06,Hyundai,Santa Fe,33,91663,3024879
1357,2020-05,Chevrolet,G-Series 1500,36,86317,3107412
1358,2020-05,Volkswagen,Jetta,30,14208,426240
1359,2020-05,Subaru,Brat,17,99315,1688355
1360,2020-04,Oldsmobile,Silhouette,22,20861,458942
1361,2020-03,Rolls-Royce,Phantom,19,65491,1244329
1362,2020-09,Kia,Sorento,35,46800,1638000
1363,2020-03,Mazda,Mazda6,18,31001,558018
1364,2020-11,Volvo,940,4,23105,92420
1365,2020-07,Volvo,V50,32,30607,979424
1366,2020-12,Toyota,Matrix,22,80150,1763300
1367,2020-02,Honda,Crosstour,47,82654,3884738
1368,2020-06,Ford,Club Wagon,25,81120,2028000
1369,2020-05,Volkswagen,Passat,11,79203,871233
1370,2020-04,Subaru,Legacy,29,93308,2705932
1371,2020-12,Ford,Expedition,9,24284,218556
1372,2020-06,Subaru,B9 Tribeca,15,43699,655485
1373,2020-07,Chevrolet,Corvette,30,11174,335220
1374,2020-01,Buick,LeSabre,3,75157,225471
1375,2020-04,Isuzu,i-290,17,96426,1639242
1376,2020-05,Nissan,Pathfinder,14,71044,994616
1377,2020-09,Mercedes-Benz,SL-Class,43,45946,1975678
1378,2020-06,Mitsubishi,Eclipse,41,71717,2940397
1379,2020-11,Hummer,H2,5,77098,385490
1380,2020-11,Suzuki,Grand Vitara,42,86127,3617334
1381,2020-05,GMC,Yukon,16,41188,659008
1382,2020-09,Toyota,RAV4,32,52471,1679072
1383,2020-09,Lincoln,Town Car,38,77139,2931282
1384,2020-05,Mitsubishi,Chariot,26,67794,1762644
1385,2020-08,Ford,F-Series,40,17402,696080
1386,2020-03,Audi,S8,14,71476,1000664
1387,2020-09,Plymouth,Grand Voyager,21,24916,523236
1388,2020-02,Dodge,Ram 1500 Club,42,50276,2111592
1389,2020-02,Infiniti,Q,17,63925,1086725
1390,2020-04,Ford,F-Series Super Duty,25,32013,800325
1391,2020-10,Dodge,Stratus,1,75498,75498
1392,2020-10,Mitsubishi,Lancer Evolution,11,19214,211354
1393,2020-11,Nissan,Pathfinder,46,85578,3936588
1394,2020-11,Volkswagen,Eurovan,49,26865,1316385
1395,2020-10,BMW,M3,16,86573,1385168
1396,2020-03,Hyundai,Sonata,8,36965,295720
1397,2020-10,Lincoln,Aviator,20,83122,1662440
1398,2020-04,Porsche,911,5,40536,202680
1399,2020-04,Maserati,Quattroporte,46,97458,4483068
1400,2020-04,Buick,LaCrosse,34,27468,933912
1401,2020-07,Mazda,Tribute,42,91065,3824730
1402,2020-11,Chrysler,New Yorker,42,37644,1581048
1403,2020-09,Porsche,944,21,99164,2082444
1404,2020-12,Toyota,Previa,11,22882,251702
1405,2020-01,Mercedes-Benz,W201,28,34279,959812
1406,2020-12,Mazda,626,29,30921,896709
1407,2020-01,Holden,Monaro,30,66422,1992660
1408,2020-06,Chrysler,Concorde,4,31439,125756
1409,2020-06,Toyota,Tacoma,30,80020,2400600
1410,2020-07,Lexus,LS,26,26840,697840
1411,2020-04,GMC,Savana 1500,29,26172,758988
1412,2020-09,Dodge,Grand Caravan,13,59316,771108
1413,2020-12,Mercedes-Benz,300SL,42,37627,1580334
1414,2020-05,Scion,xD,18,46636,839448
1415,2020-11,Suzuki,SX4,16,84018,1344288
1416,2020-01,Audi,100,50,43240,2162000
1417,2020-10,Aston Martin,Rapide,41,53188,2180708
1418,2020-04,Saturn,L-Series,45,53124,2390580
1419,2020-12,Chrysler,300M,20,89694,1793880
1420,2020-10,Toyota,Highlander,48,85058,4082784
1421,2020-05,Chevrolet,Silverado 3500,44,80614,3547016
1422,2020-10,Alfa Romeo,Spider,44,48331,2126564
1423,2020-03,Mazda,RX-7,16,60815,973040
1424,2020-09,Jeep,Patriot,18,47986,863748
1425,2020-02,Pontiac,GTO,18,88103,1585854
1426,2020-03,Mitsubishi,Montero,41,46762,1917242
1427,2020-09,Ford,Econoline E150,48,93464,4486272
1428,2020-12,Daewoo,Lanos,22,75662,1664564
1429,2020-10,Dodge,Avenger,9,22844,205596
1430,2020-07,GMC,Yukon,3,43542,130626
1431,2020-01,Ford,Expedition,40,34131,1365240
1432,2020-04,Ford,Thunderbird,2,62945,125890
1433,2020-03,Chevrolet,1500,25,92826,2320650
1434,2020-12,Toyota,RAV4,39,14042,547638
1435,2020-05,Subaru,Outback,19,69604,1322476
1436,2020-09,MINI,Clubman,37,31969,1182853
1437,2020-05,Toyota,Land Cruiser,33,16819,555027
1438,2020-09,Volvo,240,26,96608,2511808
1439,2020-09,GMC,Sierra Denali,26,27052,703352
1440,2020-06,Nissan,Versa,47,87188,4097836
1441,2020-01,Volkswagen,GTI,12,99327,1191924
1442,2020-08,Land Rover,Discovery,18,20398,367164
1443,2020-12,Toyota,RAV4,10,18640,186400
1444,2020-04,Buick,Lucerne,3,96756,290268
1445,2020-07,Chevrolet,Malibu,6,36747,220482
1446,2020-05,Lexus,LS,6,16059,96354
1447,2020-05,Ford,Aerostar,3,46224,138672
1448,2020-10,Chevrolet,Suburban 1500,26,47112,1224912
1449,2020-10,Volvo,V50,49,77098,3777802
1450,2020-11,Mazda,Protege,43,46426,1996318
1451,2020-11,Suzuki,Daewoo Magnus,11,60557,666127
1452,2020-06,Mercury,Cougar,29,20591,597139
1453,2020-02,Porsche,911,12,80421,965052
1454,2020-11,Ford,Contour,12,49519,594228
1455,2020-02,Dodge,Intrepid,12,48515,582180
1456,2020-02,Volkswagen,Golf,22,58250,1281500
1457,2020-04,Chevrolet,Blazer,31,39755,1232405
1458,2020-03,GMC,Savana,22,31510,693220
1459,2020-06,Suzuki,Grand Vitara,36,19077,686772
1460,2020-05,Chevrolet,Monte Carlo,29,91879,2664491
1461,2020-11,Mazda,RX-7,9,93938,845442
1462,2020-07,Cadillac,SRX,6,83372,500232
1463,2020-09,Dodge,Ram Wagon B350,24,63089,1514136
1464,2020-08,Volvo,XC90,27,62358,1683666
1465,2020-12,Nissan,Rogue,1,52337,52337
1466,2020-11,Audi,R8,45,95544,4299480
1467,2020-10,Cadillac,Escalade,35,58613,2051455
1468,2020-09,Toyota,Sequoia,8,55008,440064
1469,2020-12,Chevrolet,Malibu,20,37394,747880
1470,2020-03,BMW,M3,50,85681,4284050
1471,2020-08,Mitsubishi,Eclipse,6,72998,437988
1472,2020-05,Chevrolet,Camaro,21,50201,1054221
1473,2020-11,Aston Martin,Vantage,47,16001,752047
1474,2020-09,MINI,Cooper Clubman,43,64594,2777542
1475,2020-12,Suzuki,SX4,22,34374,756228
1476,2020-07,Toyota,Venza,4,77776,311104
1477,2020-06,Oldsmobile,Intrigue,5,74009,370045
1478,2020-06,GMC,Vandura 1500,5,63982,319910
1479,2020-10,Acura,RL,38,10953,416214
1480,2020-07,Mitsubishi,Chariot,22,75310,1656820
1481,2020-12,Ford,Mustang,32,64029,2048928
1482,2020-09,Nissan,Altima,27,80013,2160351
1483,2020-09,Lincoln,MKT,44,66939,2945316
1484,2020-04,Ford,Bronco,2,79393,158786
1485,2020-12,Volvo,S60,11,22144,243584
1486,2020-05,Lexus,IS,49,51370,2517130
1487,2020-06,Mercedes-Benz,SLK-Class,24,92630,2223120
1488,2020-08,Volvo,S60,41,33261,1363701
1489,2020-08,Land Rover,Defender,5,89161,445805
1490,2020-06,Toyota,Corolla,47,50773,2386331
1491,2020-02,Volkswagen,Passat,10,96554,965540
1492,2020-09,Plymouth,Grand Voyager,42,66736,2802912
1493,2020-06,Infiniti,G35,7,48638,340466
1494,2020-04,Pontiac,Firebird,39,58176,2268864
1495,2020-09,Mitsubishi,Truck,32,60836,1946752
1496,2020-07,Hyundai,Santa Fe,15,10390,155850
1497,2020-01,Oldsmobile,Bravada,25,85506,2137650
1498,2020-09,Chevrolet,Corsica,10,54376,543760
1499,2020-10,Chevrolet,3500,46,43619,2006474
1500,2020-11,Dodge,Ram 2500,38,21110,802180
1501,2020-04,Saab,9-3,3,15655,46965
1502,2020-09,Mazda,323,35,48330,1691550
1503,2020-11,Toyota,RAV4,1,31528,31528
1504,2020-03,Chrysler,Pacifica,10,24518,245180
1505,2020-01,Kia,Amanti,34,50327,1711118
1506,2020-02,Oldsmobile,Aurora,1,63297,63297
1507,2020-09,Jaguar,XK Series,36,25850,930600
1508,2020-06,Honda,S2000,49,34475,1689275
1509,2020-07,Jaguar,XK Series,2,39022,78044
1510,2020-10,Nissan,Maxima,20,17496,349920
1511,2020-05,Ford,Th!nk,1,91620,91620
1512,2020-11,Dodge,Ram,18,57839,1041102
1513,2020-09,Mitsubishi,Pajero,4,57766,231064
1514,2020-11,Nissan,Xterra,25,40810,1020250
1515,2020-06,Ford,Crown Victoria,1,16784,16784
1516,2020-08,Lotus,Elan,18,49934,898812
1517,2020-04,Chrysler,Town & Country,26,49198,1279148
1518,2020-10,Jeep,Cherokee,20,26112,522240
1519,2020-07,Lincoln,MKZ,32,98335,3146720
1520,2020-01,Mercury,Grand Marquis,43,80698,3470014
1521,2020-02,Acura,MDX,2,14501,29002
1522,2020-08,Mitsubishi,Diamante,47,30665,1441255
1523,2020-07,Toyota,FJ Cruiser,50,26099,1304950
1524,2020-10,Suzuki,Swift,26,22649,588874
1525,2020-05,Pontiac,Solstice,40,48774,1950960
1526,2020-07,Mazda,929,11,30660,337260
1527,2020-03,Lexus,LS,10,10710,107100
1528,2020-12,Acura,MDX,33,93651,3090483
1529,2020-12,GMC,Yukon,47,21814,1025258
1530,2020-01,BMW,M5,42,79759,3349878
1531,2020-09,Ford,F250,4,90979,363916
1532,2020-01,BMW,5 Series,35,51889,1816115
1533,2020-07,Mitsubishi,Truck,33,11669,385077
1534,2020-12,Acura,NSX,15,52582,788730
1535,2020-08,Ferrari,599 GTB Fiorano,14,13372,187208
1536,2020-04,Buick,Terraza,47,82836,3893292
1537,2020-10,Volkswagen,Touareg,26,92784,2412384
1538,2020-03,Mercury,Tracer,48,10024,481152
1539,2020-01,Toyota,Avalon,44,72484,3189296
1540,2020-04,Volkswagen,Eurovan,24,65927,1582248
1541,2020-12,Porsche,944,29,39969,1159101
1542,2020-01,Toyota,Corolla,31,63755,1976405
1543,2020-10,Mercury,Sable,46,93549,4303254
1544,2020-10,Lexus,RX,22,14195,312290
1545,2020-11,Acura,RSX,22,93187,2050114
1546,2020-02,Lexus,SC,16,79948,1279168
1547,2020-03,Pontiac,Firebird,6,46422,278532
1548,2020-03,Pontiac,Bonneville,20,33392,667840
1549,2020-09,Ford,F250,45,20199,908955
1550,2020-12,Dodge,Neon,34,96657,3286338
1551,2020-01,Lexus,SC,35,89027,3115945
1552,2020-12,Nissan,Frontier,2,90274,180548
1553,2020-02,Mazda,929,3,80099,240297
1554,2020-04,Toyota,Highlander,26,14513,377338
1555,2020-06,GMC,Sierra 3500,14,20805,291270
1556,2020-12,Land Rover,Range Rover Sport,47,22317,1048899
1557,2020-05,Maserati,Coupe,31,66638,2065778
1558,2020-06,Jeep,Wrangler,19,97764,1857516
1559,2020-07,Buick,Skylark,8,35730,285840
1560,2020-03,Land Rover,Discovery,30,24068,722040
1561,2020-01,Lexus,IS-F,8,10673,85384
1562,2020-02,Cadillac,CTS,50,27858,1392900
1563,2020-09,BMW,330,45,43190,1943550
1564,2020-03,Buick,LeSabre,41,52274,2143234
1565,2020-08,Porsche,911,20,25989,519780
1566,2020-04,Subaru,Tribeca,26,18939,492414
1567,2020-03,Buick,Park Avenue,18,13059,235062
1568,2020-03,Chevrolet,Silverado 1500,42,61706,2591652
1569,2020-08,Mazda,MPV,4,49049,196196
1570,2020-12,Isuzu,Amigo,30,80150,2404500
1571,2020-01,Nissan,Titan,1,50636,50636
1572,2020-11,Volkswagen,Golf,15,23070,346050
1573,2020-06,Ford,Probe,10,56609,566090
1574,2020-11,Volkswagen,Cabriolet,37,25541,945017
1575,2020-01,Chevrolet,Volt,13,17354,225602
1576,2020-01,Chrysler,Town & Country,21,41694,875574
1577,2020-09,Ford,Flex,45,51734,2328030
1578,2020-06,Toyota,Sequoia,12,17598,211176
1579,2020-03,Kia,Sportage,27,17141,462807
1580,2020-06,Audi,S4,43,10712,460616
1581,2020-10,Mitsubishi,Pajero,13,43222,561886
1582,2020-11,Chrysler,LHS,17,40599,690183
1583,2020-08,Infiniti,QX56,15,89859,1347885
